22, open
20, closed
2, closed
18, closed
5, closed
15, closed
14, closed
1, closed
19, closed
13, closed
6, closed
17, closed
16, closed
9, closed
3, closed
7, closed
11, closed
10, closed
12, closed
4, closed
21, closed
8, closed
